Date création grille;Est actif ? (J);Période (traitement);Départements;Volume global contrôles;Volume validés;Part validés;Volume mal formés;Part mal formés;Volume malfaçons;Part malfaçons;Volume mensongers;Part mensongers;Millésime
21/12/2023;1;202502;44;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
04/03/2024;1;202502;44;1;0;0%;0;0%;1;100%;0;0%;2025-02-04 14:59:24.363171
11/10/2024;1;202502;29;2;1;50%;0;0%;1;50%;0;0%;2025-02-04 14:59:24.363171
20/11/2024;1;202502;35;2;2;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
23/09/2024;1;202502;50;2;1;50%;0;0%;0;0%;1;50%;2025-02-04 14:59:24.363171
20/11/2024;1;202502;35;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
30/08/2023;1;202502;50;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
30/04/2024;1;202502;35;2;2;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
19/10/2021;1;202502;29;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
29/10/2024;1;202502;50;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
26/04/2021;1;202502;56;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
18/07/2023;1;202502;56;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
26/04/2021;1;202502;56;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
07/07/2023;1;202502;29;1;0;0%;1;100%;0;0%;0;0%;2025-02-04 14:59:24.363171
01/08/2023;1;202502;44;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
22/11/2023;1;202502;29;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
10/05/2024;1;202502;29;10;9;90%;1;10%;0;0%;0;0%;2025-02-04 14:59:24.363171
26/10/2022;1;202502;29;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
04/04/2024;1;202502;29;2;2;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
05/02/2024;1;202502;50;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
23/01/2024;1;202502;35;1;0;0%;0;0%;1;100%;0;0%;2025-02-04 14:59:24.363171
08/01/2024;1;202502;56;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
22/09/2023;1;202502;29;1;0;0%;0;0%;1;100%;0;0%;2025-02-04 14:59:24.363171
25/04/2024;1;202502;44;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
01/03/2023;1;202502;50;2;2;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
31/08/2023;1;202502;56;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
19/10/2021;1;202502;29;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
23/09/2021;1;202502;29;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
08/03/2024;1;202502;35;2;2;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
02/03/2022;1;202502;29;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
21/05/2024;1;202502;35;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
09/01/2023;1;202502;44;1;0;0%;1;100%;0;0%;0;0%;2025-02-04 14:59:24.363171
23/01/2024;1;202502;44;1;0;0%;1;100%;0;0%;0;0%;2025-02-04 14:59:24.363171
30/05/2024;1;202502;56;2;1;50%;0;0%;0;0%;1;50%;2025-02-04 14:59:24.363171
13/05/2024;1;202502;29;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
15/04/2024;1;202502;29;2;2;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
06/10/2023;1;202502;56;1;0;0%;0;0%;0;0%;1;100%;2025-02-04 14:59:24.363171
17/10/2024;1;202502;35;2;2;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
24/07/2023;1;202502;35;1;0;0%;1;100%;0;0%;0;0%;2025-02-04 14:59:24.363171
20/09/2022;1;202502;35;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
09/09/2024;1;202502;35;2;2;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
11/09/2024;0;202502;35;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
06/06/2023;1;202502;56;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
04/03/2024;1;202502;56;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
17/12/2024;1;202503;56;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
17/12/2024;1;202503;29;2;1;50%;1;50%;0;0%;0;0%;2025-02-04 14:59:24.363171
21/10/2022;1;202503;35;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
07/06/2024;1;202503;56;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
01/03/2023;1;202503;35;1;0;0%;1;100%;0;0%;0;0%;2025-02-04 14:59:24.363171
18/09/2024;1;202503;35;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
13/05/2024;1;202503;29;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
25/11/2024;1;202503;35;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
11/10/2024;1;202503;56;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
20/11/2024;1;202503;29;2;1;50%;0;0%;0;0%;1;50%;2025-02-04 14:59:24.363171
17/05/2024;1;202503;44;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
24/07/2023;1;202503;44;1;0;0%;1;100%;0;0%;0;0%;2025-02-04 14:59:24.363171
12/01/2024;1;202503;44;2;1;50%;0;0%;0;0%;1;50%;2025-02-04 14:59:24.363171
13/07/2023;1;202503;44;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
14/02/2024;1;202503;50;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
28/10/2024;1;202503;44;4;2;50%;1;25%;0;0%;1;25%;2025-02-04 14:59:24.363171
13/05/2024;1;202503;35;2;2;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
20/11/2024;1;202503;35;2;2;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
23/09/2024;1;202503;50;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
20/11/2024;1;202503;35;1;0;0%;0;0%;1;100%;0;0%;2025-02-04 14:59:24.363171
30/04/2024;1;202503;35;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
30/04/2024;1;202503;50;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
29/10/2024;1;202503;50;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
26/04/2021;1;202503;50;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
01/08/2023;1;202503;44;1;0;0%;1;100%;0;0%;0;0%;2025-02-04 14:59:24.363171
10/05/2024;1;202503;29;3;3;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
04/04/2024;1;202503;29;5;4;80%;0;0%;0;0%;1;20%;2025-02-04 14:59:24.363171
23/01/2024;1;202503;35;1;0;0%;0;0%;0;0%;1;100%;2025-02-04 14:59:24.363171
22/09/2023;1;202503;29;1;0;0%;1;100%;0;0%;0;0%;2025-02-04 14:59:24.363171
01/03/2023;1;202503;50;1;0;0%;1;100%;0;0%;0;0%;2025-02-04 14:59:24.363171
27/10/2022;1;202503;29;3;3;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
31/08/2023;1;202503;56;2;1;50%;1;50%;0;0%;0;0%;2025-02-04 14:59:24.363171
19/10/2021;1;202503;29;1;0;0%;0;0%;0;0%;1;100%;2025-02-04 14:59:24.363171
02/03/2022;1;202503;29;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
23/01/2024;1;202503;35;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
22/09/2023;1;202503;29;2;2;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
21/05/2024;1;202503;35;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
06/06/2024;1;202503;44;3;0;0%;0;0%;0;0%;3;100%;2025-02-04 14:59:24.363171
06/06/2024;1;202503;44;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
01/03/2024;1;202503;35;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
20/09/2022;1;202503;35;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
09/09/2024;1;202503;35;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
11/09/2024;0;202503;35;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
03/09/2024;1;202503;56;2;2;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
06/06/2023;1;202503;56;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
04/03/2024;1;202503;56;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
17/12/2024;1;202504;29;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
13/01/2025;1;202504;50;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
31/12/2024;1;202504;50;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
17/12/2024;1;202504;29;2;1;50%;1;50%;0;0%;0;0%;2025-02-04 14:59:24.363171
05/03/2024;1;202504;50;1;0;0%;1;100%;0;0%;0;0%;2025-02-04 14:59:24.363171
18/09/2024;1;202504;35;1;0;0%;1;100%;0;0%;0;0%;2025-02-04 14:59:24.363171
06/09/2024;1;202504;56;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
18/09/2024;1;202504;50;2;1;50%;1;50%;0;0%;0;0%;2025-02-04 14:59:24.363171
25/11/2024;1;202504;35;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
29/08/2024;1;202504;29;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
11/10/2024;1;202504;56;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
20/11/2024;1;202504;29;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
23/10/2024;1;202504;50;2;1;50%;1;50%;0;0%;0;0%;2025-02-04 14:59:24.363171
28/10/2024;1;202504;44;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
28/05/2024;1;202504;56;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
04/03/2024;1;202504;44;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
11/10/2024;1;202504;29;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
20/11/2024;1;202504;35;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
23/09/2024;1;202504;50;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
20/11/2024;1;202504;35;1;0;0%;1;100%;0;0%;0;0%;2025-02-04 14:59:24.363171
29/10/2024;1;202504;50;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
01/08/2023;1;202504;44;1;0;0%;0;0%;0;0%;1;100%;2025-02-04 14:59:24.363171
04/04/2024;1;202504;29;2;1;50%;0;0%;1;50%;0;0%;2025-02-04 14:59:24.363171
23/01/2024;1;202504;35;3;1;33,33%;0;0%;0;0%;2;66,67%;2025-02-04 14:59:24.363171
01/03/2023;1;202504;50;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
23/01/2024;1;202504;35;2;1;50%;0;0%;0;0%;1;50%;2025-02-04 14:59:24.363171
21/05/2024;1;202504;35;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
23/01/2024;1;202504;44;2;2;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
17/10/2024;1;202504;35;2;2;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
09/09/2024;1;202504;35;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
03/09/2024;1;202504;56;1;0;0%;1;100%;0;0%;0;0%;2025-02-04 14:59:24.363171
17/12/2024;1;202505;29;1;0;0%;1;100%;0;0%;0;0%;2025-02-04 14:59:24.363171
31/12/2024;1;202505;50;1;0;0%;1;100%;0;0%;0;0%;2025-02-04 14:59:24.363171
17/12/2024;1;202505;29;1;0;0%;1;100%;0;0%;0;0%;2025-02-04 14:59:24.363171
18/09/2024;1;202505;35;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
06/09/2024;1;202505;56;2;1;50%;0;0%;0;0%;1;50%;2025-02-04 14:59:24.363171
18/09/2024;1;202505;50;2;0;0%;1;50%;0;0%;1;50%;2025-02-04 14:59:24.363171
20/11/2024;1;202505;29;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
23/10/2024;1;202505;50;2;1;50%;1;50%;0;0%;0;0%;2025-02-04 14:59:24.363171
28/10/2024;1;202505;44;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
20/11/2024;1;202505;35;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
02/03/2023;1;202505;56;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
23/09/2024;1;202505;50;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
20/11/2024;1;202505;35;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
30/04/2024;1;202505;35;2;2;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
29/10/2024;1;202505;50;2;1;50%;0;0%;0;0%;1;50%;2025-02-04 14:59:24.363171
01/08/2023;1;202505;44;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
22/11/2023;1;202505;29;1;0;0%;0;0%;0;0%;1;100%;2025-02-04 14:59:24.363171
10/05/2024;1;202505;29;22;17;77,27%;4;18,18%;0;0%;1;4,55%;2025-02-04 14:59:24.363171
04/04/2024;1;202505;29;3;3;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
23/01/2024;1;202505;35;2;1;50%;1;50%;0;0%;0;0%;2025-02-04 14:59:24.363171
08/01/2024;1;202505;56;2;1;50%;1;50%;0;0%;0;0%;2025-02-04 14:59:24.363171
19/10/2021;1;202505;29;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
08/03/2024;1;202505;35;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
21/06/2024;1;202505;44;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
23/01/2024;1;202505;44;1;0;0%;1;100%;0;0%;0;0%;2025-02-04 14:59:24.363171
30/05/2024;1;202505;56;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
17/10/2024;1;202505;35;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
24/07/2023;1;202505;35;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
09/09/2024;1;202505;35;1;1;100%;0;0%;0;0%;0;0%;2025-02-04 14:59:24.363171
